id,query,label,word_count,cleaned_query,augmented_data,tokens,lemmatized_data
2205,چرا لابی رو به مرکز رشد اجاره دادین؟,4,9.0,چرا لابی رو به مرکز رشد اجاره دادین,چرا لابی خود به مرکز شما تکان دادین,"['چرا', 'لابی', 'مرکز', 'رشد', 'اجاره', 'دادین']","['چرا', 'لابی', 'مرکز', 'رشد', 'اجاره', 'دادین']"
2206,اتاق استاد ملک کجاست,2,4.0,اتاق استاد ملک کجاست,اتاق استاد ، اتاق,"['اتاق', 'استاد', 'ملک', 'کجاست']","['اتاق', 'استاد', 'ملک', 'کجاست']"
2209,بوفه حقوق چرا بسته شد؟,4,5.0,بوفه حقوق چرا بسته شد,بسته هتل چرا بسته شد,"['بوفه', 'حقوق', 'چرا', 'بسته_شد']","['بوفه', 'حقوق', 'چرا', 'بست#بند']"
2210,چه اساتیدی این ترم درس برنامه نویسی پیشرفته را ارائه می دهند؟,1,13.0,چه اساتیدی این ترم درس برنامه نویسی پیشرفته را ارائه می‌دهند,در اساتیدی این ترم یعنی حساب نویسی پیشرفته را ادامه میدهند,"['چه', 'اساتیدی', 'این', 'ترم', 'درس', 'برنامه', 'نویسی', 'پیشرفته', 'ارائه', 'می\u200cدهند']","['چه', 'اساتید', 'این', 'تر', 'درس', 'برنامه', 'نوشت#نویس', 'پیشرفته', 'ارائه', 'داد#ده']"
2211,وسایل اتاق بازی نیاز به تعمیر دارند.,4,8.0,وسایل اتاق بازی نیاز به تعمیر دارند,وضعیت اولیه بازی نیاز به تعمیر ؟,"['وسایل', 'اتاق', 'بازی', 'نیاز', 'تعمیر', 'دارند']","['وسایل', 'اتاق', 'بازی', 'نیاز', 'تعمیر', 'داشت#دار']"
2212,چند بار میتوان یک کتاب را تمدید کرد؟,3,9.0,چند بار میتوان یک کتاب را تمدید کرد,چند بار دیگر متن کتاب را مرور کرد,"['چند', 'بار', 'میتوان', 'یک', 'کتاب', 'تمدید', 'کرد']","['چند', 'بار', 'میتوان', 'یک', 'کتاب', 'تمدید', 'کرد#کن']"
2213,چند ترم می,1,3.0,چند ترم می,چند ترم فیلم,"['چند', 'ترم', 'می']","['چند', 'تر', 'می']"
2214,چقدر سهمیه اینترنت دارم؟,3,5.0,چقدر سهمیه اینترنت دارم,همچنین سهمیه اینترنت به,"['چقدر', 'سهمیه', 'اینترنت', 'دارم']","['چقدر', 'سهمیه', 'اینترنت', 'داشت#دار']"
2215,چگونه به کرونا مبتلا نشویم ؟,5,6.0,چگونه به کرونا مبتلا نشویم,چگونه بیماری اسکیزوفرنی مبتلا نشویم,"['چگونه', 'کرونا', 'مبتلا', 'نشویم']","['چگونه', 'کرونا', 'مبتلا', 'شد#شو']"
2216,اگه یک درس رو بیفتیم و ترم بعدی پاس کنیم، کدوم نمره وارد کارنامه میشه؟,1,17.0,اگه یک درس رو بیفتیم و ترم بعدی پاس کنیم کدوم نمره وارد کارنامه میشه,اگه یک کتاب رو بجای درس ترم بعدی پاس کنیم با نمره بد کارنامه میشه,"['اگه', 'یک', 'درس', 'بیفتیم', 'ترم', 'بعدی', 'پاس', 'کنیم', 'کدوم', 'نمره', 'وارد', 'کارنامه', 'میشه']","['اگه', 'یک', 'درس', 'بیفتیم', 'تر', 'بعد', 'پاس', 'کرد#کن', 'کدو', 'نمره', 'وارد', 'کارنامه', 'میشه']"
2217,میشه ظرفیت درس نظریه رو زیاد کنید؟,4,8.0,میشه ظرفیت درس نظریه رو زیاد کنید,حال ظرفیت درس دوم رو اضافه کنید,"['میشه', 'ظرفیت', 'درس', 'نظریه', 'زیاد', 'کنید']","['میشه', 'ظرفیت', 'درس', 'نظریه', 'زیاد', 'کرد#کن']"
2218,نزدیک ترین بوفه به دانشکده کجاست؟,2,7.0,نزدیک‌ترین بوفه به دانشکده کجاست,دانشگاه خانه به دانشکده کجاست,"['نزدیک\u200cترین', 'بوفه', 'دانشکده', 'کجاست']","['نزدیک', 'بوفه', 'دانشکده', 'کجاست']"
2219,اگه نتونم هشت ترمه تموم کنم چی میشه ؟,1,9.0,اگه نتونم هشت ترمه تموم کنم چی میشه,اگه نمیتونم زندگیم ترمه تموم کنم چی ؟,"['اگه', 'نتونم', 'هشت', 'ترمه', 'تموم', 'کنم', 'چی', 'میشه']","['اگه', 'نتونم', 'هشت', 'ترمه', 'تموم', 'کرد#کن', 'چی', 'میشه']"
2220,آیا موتور بیشتر ا250 سی سی میتوان به دانشگاه آورد ؟,5,12.0,آیا موتور بیشتر ا سی سی میتوان به دانشگاه آورد,بهترین موتور یک ا سی سی است به دانشگاه اورد,"['آیا', 'موتور', 'بیشتر', 'ا', 'سی', 'سی', 'میتوان', 'دانشگاه', 'آورد']","['آیا', 'موتور', 'بیشتر', 'ا', 'سی', 'سی', 'میتوان', 'دانشگاه', 'آورد#آور']"
2221,کلاس ها در فصل زمستان سیستم گرمایشی مناسبی ندارند.,4,10.0,کلاس‌ها در فصل زمستان سیستم گرمایشی مناسبی ندارند,کلاسها در ساختمانهای نو سیستم گرمایشی یکسانی ندارند,"['کلاس\u200cها', 'فصل', 'زمستان', 'سیستم', 'گرمایشی', 'مناسبی', 'ندارند']","['کلاس', 'فصل', 'زمستان', 'سیستم', 'گرمایشی', 'مناسب', 'داشت#دار']"
2222,آب خوری دانشکده کجا هست؟,2,6.0,آب خوری دانشکده کجا هست,اب همین استخر کجا هست,"['آب', 'خوری', 'دانشکده', 'کجا', 'هست']","['آب', 'خورد#خور', 'دانشکده', 'کجا', '#هست']"
2224,می شه رو سیستم های سایت یه OS جدید نصب کنم؟,3,12.0,می‌شه رو سیستم‌های سایت یه os جدید نصب کنم,تنظیمات رو در سایت یه os جدید نصب کنید,"['می\u200cشه', 'سیستم\u200cهای', 'سایت', 'یه', 'os', 'جدید', 'نصب', 'کنم']","['می\u200cشه', 'سیستم\u200cهای', 'سایت', 'یه', 'os', 'جدید', 'نصب', 'کرد#کن']"
2225,ترموکوبل چیست,5,2.0,ترموکوبل چیست,ترموکوبل یا,"['ترموکوبل', 'چیست']","['ترموکوبل', 'چیست']"
2226,دانشکده روانشناسی کجاست,2,3.0,دانشکده روانشناسی کجاست,دانشکده روانشناسی مدرسه,"['دانشکده', 'روانشناسی', 'کجاست']","['دانشکده', 'روانشناسی', 'کجاست']"
2227,جریمه دیرکرد تحویل کتاب چقدر هست؟,3,7.0,جریمه دیرکرد تحویل کتاب چقدر هست,جریمه دیرکرد تحویل هم چنین هست,"['جریمه', 'دیرکرد', 'تحویل', 'کتاب', 'چقدر', 'هست']","['جریمه', 'دیرکرد', 'تحویل', 'کتاب', 'چقدر', '#هست']"
2228,حدودا چند ماشین در دانشگاه رفت و آمد دارند؟,5,10.0,حدودا چند ماشین در دانشگاه رفت و آمد دارند,حدودا چند ماشین تو فرودگاه رفت وجهت امد دارند,"['حدودا', 'چند', 'ماشین', 'دانشگاه', 'رفت', 'آمد', 'دارند']","['حدودا', 'چند', 'ماشین', 'دانشگاه', 'رفت#رو', 'آمد#آ', 'داشت#دار']"
2229,تا کی می شه از سایت استفاده کرد؟,2,9.0,تا کی می‌شه از سایت استفاده کرد,این کی میشه که سایت استفاده میتونیم,"['کی', 'می\u200cشه', 'سایت', 'استفاده', 'کرد']","['کی', 'می\u200cشه', 'سایت', 'استفاده', 'کرد#کن']"
2230,تاریخ شروع امتحانات کی است؟,1,6.0,تاریخ شروع امتحانات کی است,تاریخ شروع امتحانات نیست کی,"['تاریخ', 'شروع', 'امتحانات', 'کی', 'است']","['تاریخ', 'شروع', 'امتحانات', 'کی', '#است']"
2231,اتاق اساتید کجا میشه؟,2,5.0,اتاق اساتید کجا میشه,اتاق اساتید اونجا هست,"['اتاق', 'اساتید', 'کجا', 'میشه']","['اتاق', 'اساتید', 'کجا', 'میشه']"
2232,کجای باید برم برای ثبت نام ؟,1,7.0,کجای باید برم برای ثبت نام,کجای باید برود سراغ ثبت نام,"['کجای', 'باید', 'برم', 'ثبت', 'نام']","['کجا', 'باید', 'برد#بر', 'ثبت', 'نام']"
2233,احرین چاپ کتاب هوش را دارید؟,3,7.0,احرین چاپ کتاب هوش را دارید,احرین ساخت تصویر هوش را در,"['احرین', 'چاپ', 'کتاب', 'هوش', 'دارید']","['احرین', 'چاپ', 'کتاب', 'هوش', 'داشت#دار']"
2234,چرا ابتدای ورود به دانشگاه در رابطه با استعداد درخشان توضیحاتی داده نمی شود؟,4,15.0,چرا ابتدای ورود به دانشگاه در رابطه با استعداد درخشان توضیحاتی داده نمی‌شود,چرا ابتدای ورود ریاست دانشگاه در رابطه مسيله سابقه درخشان توضیحاتی ارايه نمیشود,"['چرا', 'ابتدای', 'ورود', 'دانشگاه', 'رابطه', 'استعداد', 'درخشان', 'توضیحاتی', 'داده_نمی\u200cشود']","['چرا', 'ابتدا', 'ورود', 'دانشگاه', 'رابطه', 'استعداد', 'درخشان', 'توضیحات', 'داد#ده']"
2235,چه سوال هایی رو می تونی جواب بدی؟,5,9.0,چه سوال هایی رو می‌تونی جواب بدی,چه سوال مهم بهتر میتونی جواب ؟,"['چه', 'سوال', 'هایی', 'می\u200cتونی', 'جواب', 'بدی']","['چه', 'سوال', 'هایی', 'می\u200cتونی', 'جواب', 'بدی']"
2236,بهتر است در نظر سنجی اساتید گزینه های دیگری هم اضافه شود,4,12.0,بهتر است در نظر سنجی اساتید گزینه‌های دیگری هم اضافه شود,روشن است در نظر خانواده اساتید گزینههای دیگری باید عرضه شود,"['بهتر', 'است', 'نظر', 'سنجی', 'اساتید', 'گزینه\u200cهای', 'دیگری', 'هم', 'اضافه', 'شود']","['بهتر', '#است', 'نظر', 'سنج', 'اساتید', 'گزینه', 'دیگر', 'هم', 'اضافه', 'شد#شو']"
2237,حذف تک درس تا کی زمان دارد؟,1,8.0,حذف تک درس تا کی زمان دارد,حذف جزوه درس تا سقف جریان دارد,"['حذف', 'تک', 'درس', 'کی', 'زمان', 'دارد']","['حذف', 'تک', 'درس', 'کی', 'زمان', 'داشت#دار']"
2238,جریمه ها چگونه محاسبه میشوند؟,3,6.0,جریمه‌ها چگونه محاسبه میشوند,جرایم سالانه محاسبه میشوند,"['جریمه\u200cها', 'چگونه', 'محاسبه', 'میشوند']","['جریمه', 'چگونه', 'محاسبه', 'میشوند']"
2239,امروز چندم است؟,5,4.0,امروز چندم است,بازی چندم است,"['امروز', 'چندم', 'است']","['امروز', 'چندم', '#است']"
2240,فشار تمرین ها خیلی بالاس.,4,6.0,فشار تمرین‌ها خیلی بالاس,بعد از خیلی بالاس,"['فشار', 'تمرین\u200cها', 'خیلی', 'بالاس']","['فشار', 'تمرین', 'خیلی', 'بالاس']"
2241,درس هایی که توی چارت جدید نیست رو حتما باید این ترم برداریم؟,1,14.0,درس هایی که توی چارت جدید نیست رو حتما باید این ترم برداریم,درس زندگی که توی چارت جدید هست باید حتما برای این ترم برداریم,"['درس', 'هایی', 'توی', 'چارت', 'جدید', 'نیست', 'حتما', 'باید', 'این', 'ترم', 'برداریم']","['درس', 'هایی', 'تو', 'چارت', 'جدید', 'نیست', 'حتما', 'باید', 'این', 'تر', 'بردار']"
2242,فلان کتاب رو دارید ؟,3,5.0,فلان کتاب رو دارید,فلان وقت پیش دارید,"['فلان', 'کتاب', 'دارید']","['فلان', 'کتاب', 'داشت#دار']"
2243,نمره درس مدرسه تکمیلی قبول و مردود هست یا نمره دارد؟,1,12.0,نمره درس مدرسه تکمیلی قبول و مردود هست یا نمره دارد,نمره درس ما را قبول و مردود هست مگر قبول دارد,"['نمره', 'درس', 'مدرسه', 'تکمیلی', 'قبول', 'مردود', 'هست', 'نمره', 'دارد']","['نمره', 'درس', 'مدرسه', 'تکمیل', 'قبول', 'مردود', '#هست', 'نمره', 'داشت#دار']"
2244,شرایط حذف ترم؟,1,4.0,شرایط حذف ترم,لطفا حذف ترم,"['شرایط', 'حذف', 'ترم']","['شرایط', 'حذف', 'تر']"
2245,چطوری میشه اینجا مهمان شد ؟,1,6.0,چطوری میشه اینجا مهمان شد,چطوری بشه اینجا مهمان انداخت,"['چطوری', 'میشه', 'اینجا', 'مهمان', 'شد']","['چطور', 'میشه', 'اینجا', 'مهمان', 'شد#شو']"
2246,اگه نظرسنجی رو پر نکرده باشیم نمیشه انتخاب واحد کرد؟,1,10.0,اگه نظرسنجی رو پر نکرده باشیم نمیشه انتخاب واحد کرد,اگه کد رو کامل نکرده باشیم نمیشه انتخاب واحد شد,"['اگه', 'نظرسنجی', 'پر', 'نکرده_باشیم', 'نمیشه', 'انتخاب', 'واحد', 'کرد']","['اگه', 'نظرسنجی', 'پر', 'کرد#کن', 'نمیشه', 'انتخاب', 'واحد', 'کرد#کن']"
